,correlation_with_win_pct
off_epa_per_play,0.7353487293701699
off_success_rate,0.6514164418619315
turnover_margin,0.6363640127020982
off_third_down_pct,0.6234557433490332
def_epa_per_play_allowed,-0.5461889785167717
def_takeaways,0.5234229704967082
off_turnovers,-0.4347845290093459
def_third_down_pct_allowed,-0.352069644403049
def_success_rate_allowed,-0.3493260263829167
off_penalties,0.151658386830749
