metric,importance
off_epa_per_play,0.4276868807776926
def_takeaways,0.12263423938254153
turnover_margin,0.11688155076779795
def_epa_per_play_allowed,0.08550719236033122
off_success_rate,0.07635719776229286
def_success_rate_allowed,0.07183982363388955
def_third_down_pct_allowed,0.03854617939486528
off_third_down_pct,0.030722193633214146
off_turnovers,0.01779609979155865
off_penalties,0.012028642495816233
