metric,standardized_coefficient
off_epa_per_play,0.08338663157172237
def_success_rate_allowed,-0.038960629126390596
off_success_rate,0.03303617820917471
def_epa_per_play_allowed,-0.030569618148956614
def_takeaways,0.023036071879719747
turnover_margin,0.02163480360050561
off_turnovers,-0.009840484316179988
def_third_down_pct_allowed,-0.007777407088893781
off_penalties,0.007277565298375469
off_third_down_pct,0.0029292648137790043
